Product Name,Location,,Number of Cows,,,Daily (demand)Date,Quantity Sold (liters/kg),Customer Location,weekly demand data date,Product ID,,,Brand,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Quantity available  (liters/kg),,Total Value of available quantity ,,,,,,,Approx. Total Revenue(INR),,Sales Channel,,Price per Unit,Total Value of available quantity ,,,,,,Price per Unit (sold),
Cheese,Chandigarh,,28,,,17-05-2022,272,Uttar Pradesh,4895,3,,,Passion Cheese,421,90.02,693.4,,18035.33,,,,,,,6068.32,,Online,,26.01,18035.33,,,,,,22.31,
Lassi,Haryana,,93,,,18-05-2022,526,West Bengal,5146,7,,,Mother Dairy,152,54.19,678.13,,34354.07,,,,,,,25984.4,,Online,,50.66,34354.07,,,,,,49.4,
Curd,West Bengal,,92,,,18-05-2022,13,Haryana,5146,6,,,Mother Dairy,100,47.73,113.12,,10815.40,,,,,,,1239.42,,Retail,,95.61,10815.40,,,,,,95.34,
Ice Cream,Karnataka,,50,,,18-05-2022,363,Kerala,5146,5,,,Amul,595,57.4,958.42,,64971.29,,,,,,,24723.93,,Online,,67.79,64971.29,,,,,,68.11,
Milk,Haryana,,87,,,19-05-2022,115,Jharkhand,4815,1,,,Amul,10,68.79,125.31,,4405.90,,,,,,,3804.2,,Wholesale,,35.16,4405.90,,,,,,33.08,
Ice Cream,Madhya Pradesh,,68,,,20-05-2022,71,Delhi,5108,5,,,Mother Dairy,56,45.89,127.43,,6293.77,,,,,,,3499.59,,Online,,49.39,6293.77,,,,,,49.29,
Milk,Gujarat,,86,,,20-05-2022,41,Rajasthan,5108,1,,,Sudha,55,59.83,96.73,,9035.55,,,,,,,3991.76,,Retail,,93.41,9035.55,,,,,,97.36,
Ice Cream,West Bengal,,21,,,20-05-2022,39,Telangana,5108,5,,,Amul,391,88.64,430.03,,23479.64,,,,,,,2030.34,,Retail,,54.6,23479.64,,,,,,52.06,
Milk,Delhi,,98,,,21-05-2022,90,Telangana,4960,1,,,Mother Dairy,760,94.08,850.28,,14063.63,,,,,,,1683.9,,Wholesale,,16.54,14063.63,,,,,,18.71,
Cheese,Delhi,,44,,,21-05-2022,549,Bihar,4960,3,,,Passion Cheese,45,55.81,594.37,,47246.47,,,,,,,44847.81,,Retail,,79.49,47246.47,,,,,,81.69,
Milk,Bihar,,78,,,21-05-2022,173,Jharkhand,4960,1,,,Raj,53,80.07,226.98,,7299.68,,,,,,,4918.39,,Retail,,32.16,7299.68,,,,,,28.43,
Ice Cream,Delhi,,48,,,21-05-2022,154,Kerala,4960,5,,,Mother Dairy,179,57.6,333.95,,12165.80,,,,,,,5650.26,,Wholesale,,36.43,12165.80,,,,,,36.69,
Lassi,Uttar Pradesh,,28,,,21-05-2022,249,Karnataka,4960,7,,,Raj,435,69.99,684.24,,57599.32,,,,,,,20667,,Retail,,84.18,57599.32,,,,,,83,
Curd,West Bengal,,33,,,21-05-2022,25,Chandigarh,4960,6,,,Sudha,313,43.03,338.33,,11658.85,,,,,,,819.5,,Online,,34.46,11658.85,,,,,,32.78,
Milk,Kerala,,72,,,22-05-2022,492,West Bengal,3946,1,,,Amul,113,51.66,605.73,,54382.44,,,,,,,46582.56,,Wholesale,,89.78,54382.44,,,,,,94.68,
Yogurt,Karnataka,,80,,,22-05-2022,94,Chandigarh,3946,4,,,Amul,68,42.84,162.68,,3336.57,,,,,,,1564.16,,Wholesale,,20.51,3336.57,,,,,,16.64,
Paneer,Karnataka,,91,,,22-05-2022,350,Delhi,3946,9,,,Amul,319,46.91,669.98,,31422.06,,,,,,,16593.5,,Retail,,46.9,31422.06,,,,,,47.41,
Paneer,Telangana,,92,,,24-05-2022,327,Uttar Pradesh,3010,9,,,Raj,482,55.64,809.62,,38424.57,,,,,,,14649.6,,Wholesale,,47.46,38424.57,,,,,,44.8,
Milk,Chandigarh,,48,,,24-05-2022,19,Chandigarh,3010,1,,,Mother Dairy,375,17.12,394.34,,11861.75,,,,,,,504.64,,Wholesale,,30.08,11861.75,,,,,,26.56,
Cheese,Madhya Pradesh,,61,,,24-05-2022,859,Kerala,3010,3,,,Dynamix Dairies,130,77.01,989.04,,60341.33,,,,,,,52261.56,,Wholesale,,61.01,60341.33,,,,,,60.84,
Curd,Haryana,,67,,,24-05-2022,445,Jharkhand,3010,6,,,Mother Dairy,126,91.32,571.18,,17735.14,,,,,,,15450.4,,Retail,,31.05,17735.14,,,,,,34.72,
Cheese,Jharkhand,,70,,,24-05-2022,152,Gujarat,3010,3,,,Amul,229,88.46,381.18,,13432.78,,,,,,,6022.24,,Online,,35.24,13432.78,,,,,,39.62,
Yogurt,Kerala,,12,,,25-05-2022,22,Kerala,1208,4,,,Palle2patnam,51,67.09,73.97,,4900.51,,,,,,,1555.18,,Wholesale,,66.25,4900.51,,,,,,70.69,
Cheese,Madhya Pradesh,,79,,,25-05-2022,233,Madhya Pradesh,1208,3,,,Amul,128,24.73,361.12,,6131.82,,,,,,,4930.28,,Online,,16.98,6131.82,,,,,,21.16,
Cheese,Rajasthan,,24,,,25-05-2022,316,Madhya Pradesh,1208,3,,,Britannia Industries,373,27.06,689.97,,41770.78,,,,,,,19844.8,,Retail,,60.54,41770.78,,,,,,62.8,
Ghee,Bihar,,52,,,26-05-2022,408,Kerala,822,10,,,Amul,487,51.07,895.66,,84881.70,,,,,,,39784.08,,Wholesale,,94.77,84881.70,,,,,,97.51,
Cheese,Rajasthan,,16,,,27-05-2022,3,Bihar,1491,3,,,Dynamix Dairies,39,13.61,42.82,,2909.62,,,,,,,195.36,,Online,,67.95,2909.62,,,,,,65.12,
Buttermilk,Haryana,,21,,,28-05-2022,176,Maharashtra,3171,8,,,Amul,243,42.53,419.23,,30285.18,,,,,,,12620.96,,Online,,72.24,30285.18,,,,,,71.71,
Lassi,Uttar Pradesh,,90,,,28-05-2022,50,Gujarat,3171,7,,,Mother Dairy,205,80.44,255.44,,17421.01,,,,,,,3404.5,,Online,,68.2,17421.01,,,,,,68.09,
Cheese,Haryana,,73,,,01-06-2022,51,West Bengal,4048,3,,,Britannia Industries,58,91.61,109.91,,10286.48,,,,,,,4956.69,,Online,,93.59,10286.48,,,,,,97.19,
Cheese,Chandigarh,,15,,,01-06-2022,134,Jharkhand,4048,3,,,Dynamix Dairies,300,52.57,434.91,,32679.14,,,,,,,10477.46,,Retail,,75.14,32679.14,,,,,,78.19,
Ice Cream,Chandigarh,,75,,,02-06-2022,667,Uttar Pradesh,5159,5,,,Palle2patnam,164,72.07,831.19,,12675.65,,,,,,,6930.13,,Retail,,15.25,12675.65,,,,,,10.39,
Buttermilk,Jharkhand,,40,,,02-06-2022,410,Gujarat,5159,8,,,Sudha,103,98.27,513.67,,43975.29,,,,,,,36969.7,,Wholesale,,85.61,43975.29,,,,,,90.17,
Buttermilk,Bihar,,40,,,03-06-2022,43,Kerala,5101,8,,,Mother Dairy,436,45.92,479.54,,11835.05,,,,,,,1038.02,,Online,,24.68,11835.05,,,,,,24.14,
Cheese,Karnataka,,39,,,03-06-2022,6,Maharashtra,5101,3,,,Britannia Industries,56,65.82,62.08,,5445.66,,,,,,,535.98,,Retail,,87.72,5445.66,,,,,,89.33,
Ghee,Uttar Pradesh,,92,,,03-06-2022,735,Delhi,5101,10,,,Mother Dairy,131,53.07,866.5,,72387.41,,,,,,,63702.45,,Retail,,83.54,72387.41,,,,,,86.67,
Lassi,Gujarat,,46,,,03-06-2022,105,Rajasthan,5101,7,,,Mother Dairy,197,57.75,302.38,,10882.66,,,,,,,3559.5,,Retail,,35.99,10882.66,,,,,,33.9,
Curd,Jharkhand,,66,,,03-06-2022,141,Telangana,5101,6,,,Amul,572,22.64,713.96,,33056.35,,,,,,,6518.43,,Wholesale,,46.3,33056.35,,,,,,46.23,
Cheese,Delhi,,32,,,03-06-2022,653,Rajasthan,5101,3,,,Dynamix Dairies,97,10.09,750.3,,59798.91,,,,,,,51430.28,,Wholesale,,79.7,59798.91,,,,,,78.76,
Ghee,Kerala,,56,,,04-06-2022,305,Uttar Pradesh,3652,10,,,Amul,11,94.4,316.81,,11645.94,,,,,,,10601.8,,Wholesale,,36.76,11645.94,,,,,,34.76,
Butter,Chandigarh,,35,,,04-06-2022,345,Chandigarh,3652,2,,,Amul,144,96.83,489.48,,38478.02,,,,,,,25774.95,,Wholesale,,78.61,38478.02,,,,,,74.71,
Cheese,Karnataka,,11,,,06-06-2022,157,Telangana,4495,3,,,Britannia Industries,275,87.36,432.39,,12833.34,,,,,,,4702.15,,Wholesale,,29.68,12833.34,,,,,,29.95,
Cheese,Chandigarh,,63,,,06-06-2022,149,West Bengal,4495,3,,,Passion Cheese,218,47.31,367.54,,35482.31,,,,,,,14560.28,,Retail,,96.54,35482.31,,,,,,97.72,
Buttermilk,Chandigarh,,31,,,07-06-2022,147,Kerala,4564,8,,,Raj,780,21.77,927.77,,78712.01,,,,,,,13050.66,,Online,,84.84,78712.01,,,,,,88.78,
Lassi,Jharkhand,,39,,,08-06-2022,469,Gujarat,4817,7,,,Raj,58,97.5,527.39,,31564.29,,,,,,,28763.77,,Retail,,59.85,31564.29,,,,,,61.33,
Curd,Chandigarh,,35,,,08-06-2022,359,Chandigarh,4817,6,,,Mother Dairy,473,63.3,832.92,,73921.65,,,,,,,30769.89,,Online,,88.75,73921.65,,,,,,85.71,
Lassi,Maharashtra,,90,,,08-06-2022,28,Uttar Pradesh,4817,7,,,Sudha,345,84.31,373.85,,22902.05,,,,,,,1820.84,,Online,,61.26,22902.05,,,,,,65.03,
Ghee,Telangana,,28,,,08-06-2022,440,West Bengal,4817,10,,,Sudha,160,95.36,600.91,,25196.16,,,,,,,19580,,Online,,41.93,25196.16,,,,,,44.5,
Milk,Jharkhand,,32,,,09-06-2022,575,Chandigarh,5494,1,,,Sudha,305,12.99,880.17,,42142.54,,,,,,,30130,,Retail,,47.88,42142.54,,,,,,52.4,
Milk,Chandigarh,,66,,,09-06-2022,444,Bihar,5494,1,,,Sudha,321,47.54,765.31,,72482.51,,,,,,,43556.4,,Online,,94.71,72482.51,,,,,,98.1,
Butter,Rajasthan,,69,,,10-06-2022,234,Kerala,5935,2,,,Mother Dairy,235,55.39,469.37,,21497.15,,,,,,,10647,,Wholesale,,45.8,21497.15,,,,,,45.5,
Yogurt,Jharkhand,,40,,,11-06-2022,7,Chandigarh,6254,4,,,Dodla Dairy,0,27.16,7.52,,134.31,,,,,,,117.88,,Wholesale,,17.86,134.31,,,,,,16.84,
Buttermilk,Tamil Nadu,,54,,,11-06-2022,202,Madhya Pradesh,6254,8,,,Sudha,227,59.52,429.27,,15689.82,,,,,,,7302.3,,Online,,36.55,15689.82,,,,,,36.15,
Paneer,Delhi,,17,,,12-06-2022,203,Tamil Nadu,6743,9,,,Sudha,214,94.2,417.44,,9935.07,,,,,,,5184.62,,Retail,,23.8,9935.07,,,,,,25.54,
Cheese,Delhi,,55,,,12-06-2022,381,Telangana,6743,3,,,Amul,196,19.88,577.49,,41619.70,,,,,,,26372.82,,Retail,,72.07,41619.70,,,,,,69.22,
Milk,Chandigarh,,25,,,12-06-2022,573,Bihar,6743,1,,,Mother Dairy,254,99.17,827.6,,49722.21,,,,,,,36437.07,,Wholesale,,60.08,49722.21,,,,,,63.59,
Lassi,Bihar,,27,,,12-06-2022,49,Delhi,6743,7,,,Raj,570,15.42,619.39,,7550.36,,,,,,,694.82,,Retail,,12.19,7550.36,,,,,,14.18,
Ice Cream,Tamil Nadu,,69,,,12-06-2022,78,Delhi,6743,5,,,Palle2patnam,606,16.55,684.65,,42105.98,,,,,,,4966.26,,Online,,61.5,42105.98,,,,,,63.67,
Paneer,Delhi,,64,,,13-06-2022,375,Rajasthan,5687,9,,,Mother Dairy,33,44.29,408.98,,4506.96,,,,,,,3678.75,,Retail,,11.02,4506.96,,,,,,9.81,
Butter,Tamil Nadu,,59,,,14-06-2022,166,Maharashtra,6018,2,,,Warana,520,65.03,686.59,,62163.86,,,,,,,15690.32,,Online,,90.54,62163.86,,,,,,94.52,
Yogurt,Delhi,,31,,,14-06-2022,234,Telangana,6018,4,,,Amul,118,78.57,352.65,,15950.36,,,,,,,9636.12,,Online,,45.23,15950.36,,,,,,41.18,
Milk,Jharkhand,,40,,,15-06-2022,103,Chandigarh,6501,1,,,Raj,53,38.15,156.97,,12824.45,,,,,,,8266.78,,Retail,,81.7,12824.45,,,,,,80.26,
Ghee,Tamil Nadu,,32,,,15-06-2022,15,Kerala,6501,10,,,Raj,323,91.88,338,,12144.34,,,,,,,478.8,,Online,,35.93,12144.34,,,,,,31.92,
Paneer,Kerala,,17,,,15-06-2022,49,Bihar,6501,9,,,Raj,68,57.48,117.63,,2102.05,,,,,,,954.03,,Retail,,17.87,2102.05,,,,,,19.47,
Lassi,Delhi,,62,,,15-06-2022,182,West Bengal,6501,7,,,Mother Dairy,62,25.27,244.68,,20697.48,,,,,,,15111.46,,Wholesale,,84.59,20697.48,,,,,,83.03,
Ghee,Tamil Nadu,,79,,,15-06-2022,486,Chandigarh,6501,10,,,Raj,368,83.01,854.68,,52366.24,,,,,,,28421.28,,Wholesale,,61.27,52366.24,,,,,,58.48,
Milk,Rajasthan,,52,,,15-06-2022,783,Kerala,6501,1,,,Mother Dairy,119,98.17,902.19,,26361.99,,,,,,,25040.34,,Retail,,29.22,26361.99,,,,,,31.98,
Ice Cream,Kerala,,94,,,15-06-2022,355,Gujarat,6501,5,,,Mother Dairy,29,90.18,384.22,,36212.74,,,,,,,34385.3,,Online,,94.25,36212.74,,,,,,96.86,
Ice Cream,Telangana,,42,,,16-06-2022,216,Haryana,5157,5,,,Amul,314,27.29,530.09,,22825.68,,,,,,,8300.88,,Retail,,43.06,22825.68,,,,,,38.43,
Cheese,Madhya Pradesh,,20,,,16-06-2022,354,Telangana,5157,3,,,Britannia Industries,14,54.73,368.14,,7837.70,,,,,,,7444.62,,Retail,,21.29,7837.70,,,,,,21.03,
Yogurt,Telangana,,86,,,16-06-2022,136,Kerala,5157,4,,,Amul,627,41.87,763.13,,34905.57,,,,,,,6077.84,,Online,,45.74,34905.57,,,,,,44.69,
Curd,Tamil Nadu,,81,,,16-06-2022,549,Maharashtra,5157,6,,,Mother Dairy,37,95.9,586.14,,13551.56,,,,,,,10079.64,,Retail,,23.12,13551.56,,,,,,18.36,
Paneer,West Bengal,,69,,,16-06-2022,205,Bihar,5157,9,,,Raj,194,28.57,399.04,,14844.29,,,,,,,7123.75,,Wholesale,,37.2,14844.29,,,,,,34.75,
Milk,Madhya Pradesh,,42,,,17-06-2022,72,Delhi,4137,1,,,Mother Dairy,346,45.27,418.27,,26066.59,,,,,,,4228.56,,Online,,62.32,26066.59,,,,,,58.73,
Milk,Kerala,,100,,,17-06-2022,425,Uttar Pradesh,4137,1,,,Amul,47,15.49,472.1,,40482.58,,,,,,,37850.5,,Retail,,85.75,40482.58,,,,,,89.06,
Buttermilk,Tamil Nadu,,95,,,17-06-2022,56,Chandigarh,4137,8,,,Raj,14,44.64,70.81,,5163.47,,,,,,,3959.2,,Online,,72.92,5163.47,,,,,,70.7,
Milk,Karnataka,,46,,,18-06-2022,359,Chandigarh,4302,1,,,Raj,309,13.47,668.48,,36873.36,,,,,,,18136.68,,Retail,,55.16,36873.36,,,,,,50.52,
Curd,Maharashtra,,93,,,18-06-2022,339,Kerala,4302,6,,,Raj,656,20.75,995.31,,69572.17,,,,,,,22245.18,,Online,,69.9,69572.17,,,,,,65.62,
Yogurt,Kerala,,18,,,19-06-2022,5,Kerala,5269,4,,,Palle2patnam,101,55.4,106.24,,10158.67,,,,,,,475.35,,Wholesale,,95.62,10158.67,,,,,,95.07,
Curd,Maharashtra,,26,,,19-06-2022,223,Delhi,5269,6,,,Mother Dairy,367,81.27,590.08,,20021.41,,,,,,,7606.53,,Wholesale,,33.93,20021.41,,,,,,34.11,
Lassi,Kerala,,87,,,20-06-2022,706,West Bengal,6585,7,,,Sudha,143,45.8,849.34,,80288.11,,,,,,,64641.36,,Online,,94.53,80288.11,,,,,,91.56,
Yogurt,Delhi,,50,,,21-06-2022,351,Madhya Pradesh,6127,4,,,Dodla Dairy,250,77.07,601.41,,26263.57,,,,,,,13790.79,,Online,,43.67,26263.57,,,,,,39.29,
Lassi,Telangana,,83,,,21-06-2022,54,Jharkhand,6127,7,,,Mother Dairy,594,54.47,648.8,,21942.42,,,,,,,1858.68,,Retail,,33.82,21942.42,,,,,,34.42,
Ghee,Kerala,,42,,,21-06-2022,132,Tamil Nadu,6127,10,,,Sudha,65,20.77,197.25,,10475.95,,,,,,,7632.24,,Retail,,53.11,10475.95,,,,,,57.82,
Lassi,Telangana,,36,,,21-06-2022,225,Maharashtra,6127,7,,,Amul,329,73.59,554.62,,14314.74,,,,,,,5800.5,,Wholesale,,25.81,14314.74,,,,,,25.78,
Curd,Chandigarh,,87,,,21-06-2022,73,Bihar,6127,6,,,Mother Dairy,485,70.99,558.38,,15891.49,,,,,,,1797.26,,Wholesale,,28.46,15891.49,,,,,,24.62,
Paneer,Tamil Nadu,,89,,,21-06-2022,48,West Bengal,6127,9,,,Sudha,216,38.04,264.88,,15752.41,,,,,,,2865.12,,Online,,59.47,15752.41,,,,,,59.69,
Ghee,Karnataka,,96,,,22-06-2022,221,Chandigarh,6559,10,,,Raj,147,94.98,368.41,,27579.17,,,,,,,16879.98,,Online,,74.86,27579.17,,,,,,76.38,
Buttermilk,Bihar,,77,,,22-06-2022,118,Karnataka,6559,8,,,Sudha,46,36.4,164,,2002.44,,,,,,,1335.76,,Retail,,12.21,2002.44,,,,,,11.32,
Butter,Chandigarh,,90,,,22-06-2022,290,Gujarat,6559,2,,,Mother Dairy,211,54.16,501.16,,12253.36,,,,,,,6113.2,,Wholesale,,24.45,12253.36,,,,,,21.08,
Cheese,Jharkhand,,89,,,23-06-2022,132,Delhi,5930,3,,,Britannia Industries,160,65.82,292.97,,7728.55,,,,,,,3119.16,,Retail,,26.38,7728.55,,,,,,23.63,
Milk,Karnataka,,63,,,23-06-2022,74,Kerala,5930,1,,,Amul,490,25.4,564.5,,24013.83,,,,,,,3290.78,,Wholesale,,42.54,24013.83,,,,,,44.47,
Ghee,Madhya Pradesh,,91,,,23-06-2022,234,Karnataka,5930,10,,,Sudha,10,56.02,244.96,,18639.01,,,,,,,16803.54,,Wholesale,,76.09,18639.01,,,,,,71.81,
Lassi,Rajasthan,,51,,,24-06-2022,718,Chandigarh,5490,7,,,Amul,193,52.84,911.88,,18073.46,,,,,,,15652.4,,Wholesale,,19.82,18073.46,,,,,,21.8,
Paneer,Rajasthan,,25,,,25-06-2022,282,Gujarat,5894,9,,,Raj,396,38.12,678.03,,49353.80,,,,,,,20416.8,,Online,,72.79,49353.80,,,,,,72.4,
Butter,Karnataka,,79,,,25-06-2022,246,Maharashtra,5894,2,,,Parag Milk Foods,65,87.02,311.06,,25320.28,,,,,,,20654.16,,Retail,,81.4,25320.28,,,,,,83.96,
Ice Cream,Delhi,,44,,,25-06-2022,588,Jharkhand,5894,5,,,Palle2patnam,230,95.1,818.48,,70708.49,,,,,,,51185.4,,Retail,,86.39,70708.49,,,,,,87.05,
Ice Cream,Haryana,,43,,,25-06-2022,68,Rajasthan,5894,5,,,Dodla Dairy,42,26.78,110.23,,4984.60,,,,,,,2859.4,,Wholesale,,45.22,4984.60,,,,,,42.05,
Paneer,Chandigarh,,15,,,25-06-2022,481,Delhi,5894,9,,,Amul,202,83.19,683.8,,9792.02,,,,,,,5964.4,,Retail,,14.32,9792.02,,,,,,12.4,
Milk,Delhi,,39,,,26-06-2022,93,Tamil Nadu,6445,1,,,Amul,33,83.52,126.76,,1346.19,,,,,,,930,,Retail,,10.62,1346.19,,,,,,10,
Buttermilk,Uttar Pradesh,,36,,,26-06-2022,25,Bihar,6445,8,,,Raj,98,17.6,123.3,,10490.36,,,,,,,2069.75,,Online,,85.08,10490.36,,,,,,82.79,
Curd,Gujarat,,19,,,26-06-2022,168,Haryana,6445,6,,,Sudha,363,57.61,531.02,,8618.45,,,,,,,2266.32,,Wholesale,,16.23,8618.45,,,,,,13.49,
Ice Cream,Delhi,,84,,,26-06-2022,363,West Bengal,6445,5,,,Palle2patnam,5,90.32,368.85,,17188.41,,,,,,,18469.44,,Retail,,46.6,17188.41,,,,,,50.88,
Ice Cream,Delhi,,10,,,26-06-2022,119,Jharkhand,6445,5,,,Palle2patnam,66,49.18,185.61,,7051.32,,,,,,,3943.66,,Wholesale,,37.99,7051.32,,,,,,33.14,
Paneer,Gujarat,,74,,,26-06-2022,393,Madhya Pradesh,6445,9,,,Sudha,149,21.75,542.68,,32875.55,,,,,,,23469.96,,Retail,,60.58,32875.55,,,,,,59.72,
Yogurt,Maharashtra,,25,,,26-06-2022,355,Bihar,6445,4,,,Mother Dairy,375,77.6,730.46,,35083.99,,,,,,,18204.4,,Retail,,48.03,35083.99,,,,,,51.28,
Paneer,Telangana,,20,,,26-06-2022,28,Delhi,6445,9,,,Mother Dairy,540,73.61,568.61,,22636.36,,,,,,,1251.04,,Retail,,39.81,22636.36,,,,,,44.68,
Ghee,Gujarat,,18,,,27-06-2022,1,Delhi,5919,10,,,Raj,85,31.07,86.52,,4974.03,,,,,,,62.14,,Wholesale,,57.49,4974.03,,,,,,62.14,
Lassi,Uttar Pradesh,,100,,,27-06-2022,95,Jharkhand,5919,7,,,Mother Dairy,36,20.11,131.84,,11804.95,,,,,,,8830.25,,Retail,,89.54,11804.95,,,,,,92.95,
Yogurt,Gujarat,,77,,,27-06-2022,152,Jharkhand,5919,4,,,Amul,123,34.74,275.47,,19971.58,,,,,,,10988.08,,Wholesale,,72.5,19971.58,,,,,,72.29,
Lassi,Rajasthan,,26,,,28-06-2022,477,Tamil Nadu,6134,7,,,Raj,351,64.11,828.56,,49821.31,,,,,,,30251.34,,Wholesale,,60.13,49821.31,,,,,,63.42,
Butter,Gujarat,,36,,,28-06-2022,65,Rajasthan,6134,2,,,Mother Dairy,430,57.18,495.39,,11537.63,,,,,,,1535.3,,Online,,23.29,11537.63,,,,,,23.62,
Paneer,Karnataka,,19,,,28-06-2022,182,Kerala,6134,9,,,Raj,369,65.71,551.56,,30986.64,,,,,,,10226.58,,Wholesale,,56.18,30986.64,,,,,,56.19,
Yogurt,Kerala,,31,,,28-06-2022,591,Kerala,6134,4,,,Palle2patnam,295,66.05,886.1,,50250.73,,,,,,,34177.53,,Wholesale,,56.71,50250.73,,,,,,57.83,
Milk,Delhi,,84,,,01-07-2022,622,Bihar,5554,1,,,Amul,327,41.13,949.82,,79689.90,,,,,,,50916.92,,Online,,83.9,79689.90,,,,,,81.86,
Curd,Telangana,,53,,,01-07-2022,419,Karnataka,5554,6,,,Amul,537,37.05,956.43,,18210.43,,,,,,,8702.63,,Retail,,19.04,18210.43,,,,,,20.77,
Paneer,Gujarat,,13,,,01-07-2022,81,Chandigarh,5554,9,,,Sudha,634,27.8,715.65,,61760.59,,,,,,,6681.69,,Retail,,86.3,61760.59,,,,,,82.49,
Milk,Haryana,,32,,,02-07-2022,869,Jharkhand,5683,1,,,Amul,59,97.61,928.93,,47319.69,,,,,,,47569.06,,Online,,50.94,47319.69,,,,,,54.74,
Cheese,Uttar Pradesh,,30,,,02-07-2022,402,Jharkhand,5683,3,,,Amul,214,32.57,616.33,,28166.28,,,,,,,17133.24,,Wholesale,,45.7,28166.28,,,,,,42.62,
Paneer,Delhi,,80,,,02-07-2022,86,Bihar,5683,9,,,Sudha,328,37.88,414.87,,38458.45,,,,,,,7844.92,,Retail,,92.7,38458.45,,,,,,91.22,
Paneer,Jharkhand,,27,,,02-07-2022,273,Maharashtra,5683,9,,,Amul,268,43.87,541.51,,16321.11,,,,,,,7649.46,,Retail,,30.14,16321.11,,,,,,28.02,
Yogurt,Chandigarh,,12,,,02-07-2022,507,Rajasthan,5683,4,,,Amul,221,20.13,728.88,,38499.44,,,,,,,25415.91,,Retail,,52.82,38499.44,,,,,,50.13,
Lassi,Chandigarh,,28,,,02-07-2022,79,Telangana,5683,7,,,Mother Dairy,8,38.22,87.62,,5337.81,,,,,,,4572.52,,Retail,,60.92,5337.81,,,,,,57.88,
Paneer,West Bengal,,59,,,03-07-2022,231,Jharkhand,4032,9,,,Sudha,105,14.07,336.47,,30167.90,,,,,,,21598.5,,Wholesale,,89.66,30167.90,,,,,,93.5,
Ghee,Haryana,,42,,,03-07-2022,131,Rajasthan,4032,10,,,Raj,860,71.51,991.49,,20385.03,,,,,,,2175.91,,Wholesale,,20.56,20385.03,,,,,,16.61,
Lassi,Uttar Pradesh,,96,,,03-07-2022,656,Karnataka,4032,7,,,Amul,99,87.86,755.79,,59533.58,,,,,,,52991.68,,Wholesale,,78.77,59533.58,,,,,,80.78,
Ice Cream,Uttar Pradesh,,89,,,04-07-2022,148,West Bengal,4373,5,,,Palle2patnam,505,85.4,653.12,,39526.82,,,,,,,9087.2,,Online,,60.52,39526.82,,,,,,61.4,
Yogurt,Karnataka,,31,,,04-07-2022,255,West Bengal,4373,4,,,Mother Dairy,414,33.29,669.74,,26823.09,,,,,,,10225.5,,Retail,,40.05,26823.09,,,,,,40.1,
Paneer,Maharashtra,,30,,,04-07-2022,60,West Bengal,4373,9,,,Mother Dairy,240,50.29,300.62,,11658.04,,,,,,,2137.8,,Online,,38.78,11658.04,,,,,,35.63,
Curd,Madhya Pradesh,,98,,,05-07-2022,100,Telangana,5627,6,,,Amul,55,86.93,155,,12570.50,,,,,,,8253,,Online,,81.1,12570.50,,,,,,82.53,
Ghee,Maharashtra,,84,,,05-07-2022,282,Delhi,5627,10,,,Sudha,72,26.01,354.79,,25970.63,,,,,,,20422.44,,Wholesale,,73.2,25970.63,,,,,,72.42,
Buttermilk,Rajasthan,,48,,,05-07-2022,2,Tamil Nadu,5627,8,,,Mother Dairy,8,24.43,10.08,,571.74,,,,,,,117.14,,Wholesale,,56.72,571.74,,,,,,58.57,
Yogurt,Maharashtra,,75,,,06-07-2022,301,Gujarat,5432,4,,,Mother Dairy,229,10.52,530.22,,41410.18,,,,,,,22039.22,,Wholesale,,78.1,41410.18,,,,,,73.22,
Lassi,Bihar,,16,,,06-07-2022,50,Maharashtra,5432,7,,,Sudha,38,88.74,88.76,,3168.73,,,,,,,1662,,Wholesale,,35.7,3168.73,,,,,,33.24,
Ghee,Jharkhand,,25,,,08-07-2022,481,Chandigarh,5878,10,,,Sudha,129,29.91,610.57,,35980.89,,,,,,,26397.28,,Online,,58.93,35980.89,,,,,,54.88,
Ice Cream,Delhi,,43,,,08-07-2022,275,Bihar,5878,5,,,Dodla Dairy,547,83.34,822.84,,29630.47,,,,,,,9735,,Retail,,36.01,29630.47,,,,,,35.4,
Buttermilk,Jharkhand,,20,,,08-07-2022,62,Maharashtra,5878,8,,,Raj,55,79.95,117.65,,11126.16,,,,,,,6015.86,,Retail,,94.57,11126.16,,,,,,97.03,
Butter,Chandigarh,,57,,,08-07-2022,433,Bihar,5878,2,,,Mother Dairy,203,27.23,636.49,,60517.47,,,,,,,40100.13,,Retail,,95.08,60517.47,,,,,,92.61,
Paneer,Bihar,,28,,,09-07-2022,565,Gujarat,5077,9,,,Raj,8,19.77,573.62,,27866.46,,,,,,,29673.8,,Retail,,48.58,27866.46,,,,,,52.52,
Buttermilk,Karnataka,,23,,,10-07-2022,23,Madhya Pradesh,5751,8,,,Sudha,0,41.42,23.96,,1288.09,,,,,,,1301.11,,Online,,53.76,1288.09,,,,,,56.57,
Ice Cream,Karnataka,,96,,,10-07-2022,249,Maharashtra,5751,5,,,Mother Dairy,79,67.24,328.79,,15929.88,,,,,,,10833.99,,Retail,,48.45,15929.88,,,,,,43.51,
Curd,West Bengal,,34,,,10-07-2022,568,Chandigarh,5751,6,,,Raj,247,92.35,815.29,,76074.71,,,,,,,55203.92,,Retail,,93.31,76074.71,,,,,,97.19,
